Word,Valence,Arousal,Dominance,Concreteness
snoopy,0.532199,0.485744,0.550207,0.539254
organelles,0.527705,0.401536,0.522845,0.613967
flea,0.496120,0.417624,0.537599,0.876543
piggery,0.447059,0.438060,0.535002,0.780077
fled,0.408670,0.548695,0.489809,0.607140
decapitate,0.348117,0.610796,0.474387,0.751041
gassed,0.329740,0.565353,0.464643,0.518074
worlds,0.769459,0.465683,0.670096,0.568102
intoxicants,0.472885,0.476263,0.528606,0.672705
ratatouille,0.654420,0.381035,0.619670,0.803608
grisly,0.340188,0.614467,0.441829,0.602621
multiplexed,0.493680,0.413937,0.534867,0.562874
feast,0.693140,0.529981,0.600310,0.735867
whalers,0.505010,0.472672,0.549018,0.718916
cosmetically,0.558683,0.422302,0.612592,0.505189
billy,0.567491,0.483010,0.528814,0.718413
hydrothermal,0.590555,0.490153,0.518395,0.596189
fuzz,0.490603,0.492913,0.507336,0.745704
rockets,0.522193,0.557595,0.524672,0.793661
tumult,0.452618,0.525452,0.455069,0.472047
beveled,0.608921,0.334544,0.620855,0.746024
emotiveness,0.588219,0.478673,0.573741,0.424009
footway,0.501624,0.353051,0.549733,0.645476
crikey,0.615661,0.479711,0.568574,0.576737
bonobo,0.714618,0.462387,0.605466,0.786541
rinks,0.622468,0.356196,0.621016,0.816598
disregarding,0.457003,0.439402,0.530129,0.445636
flautists,0.715273,0.437285,0.637606,0.691258
myelin,0.565853,0.384036,0.571925,0.665808
tepid,0.517965,0.407419,0.564940,0.516371
barnett,0.425145,0.484735,0.452978,0.743523
insurable,0.509455,0.486760,0.529248,0.533165
unbelievable,0.636237,0.579823,0.593655,0.456600
cleaving,0.552482,0.485598,0.597947,0.556157
depositor,0.554319,0.429538,0.533972,0.704376
yorkers,0.545221,0.516942,0.557468,0.711221
interplay,0.705889,0.488593,0.676957,0.431110
stewardesses,0.675602,0.475487,0.606852,0.740049
disinterestedness,0.553186,0.410636,0.601850,0.186729
preying,0.344286,0.566175,0.410691,0.574658
indulged,0.577249,0.460112,0.627351,0.423776
shearing,0.549554,0.434156,0.583206,0.798851
odorant,0.489576,0.434091,0.502984,0.610677
bettors,0.626288,0.473160,0.591256,0.633752
irritability,0.385206,0.466710,0.458974,0.633030
ballroom,0.675171,0.487224,0.641606,0.855968
laundrywoman,0.539988,0.474086,0.565881,0.789846
paroled,0.397491,0.509251,0.482695,0.614488
Selma,0.568165,0.462362,0.577555,0.696060
rutabagas,0.607955,0.383025,0.565562,0.806334
relives,0.544092,0.512044,0.562394,0.695163
whoopee,0.684760,0.548692,0.591323,0.620429
whooped,0.572721,0.562069,0.631650,0.636151
flogger,0.505905,0.515543,0.564280,0.798087
exasperatedly,0.450473,0.462457,0.524141,0.613091
breadbox,0.609451,0.426388,0.592024,0.860368
yellowtail,0.698374,0.468011,0.623736,0.803411
metronomic,0.544627,0.420968,0.555660,0.460157
schmucks,0.429591,0.432954,0.487990,0.525546
exporting,0.518492,0.519219,0.578389,0.673126
autopilot,0.514809,0.466410,0.543788,0.600286
croatia,0.505218,0.431166,0.537595,0.535905
whooper,0.627549,0.552352,0.530899,0.863563
supports,0.758111,0.447714,0.751211,0.493308
fricassee,0.621847,0.428997,0.620000,0.738238
stereoscope,0.739220,0.409349,0.630523,0.785496
uncontrived,0.819934,0.500043,0.702362,0.370460
parolee,0.342381,0.517990,0.442999,0.832312
facilitative,0.625961,0.370098,0.678781,0.311966
halftrack,0.566847,0.504249,0.581310,0.789597
ipod,0.635859,0.426358,0.627774,0.842180
maintains,0.631759,0.426671,0.714603,0.416863
swordsmanship,0.711570,0.523213,0.673318,0.635706
incertitude,0.489922,0.455036,0.516733,0.286390
overpower,0.487964,0.566483,0.575656,0.651524
unforgiven,0.342867,0.507160,0.449769,0.489743
faulting,0.366548,0.436848,0.486268,0.441861
pendant,0.733086,0.416353,0.650653,0.972767
mi,0.567053,0.428064,0.589118,0.702905
hellishness,0.344946,0.494372,0.432641,0.444792
holism,0.524369,0.434935,0.524462,0.365104
philip,0.570271,0.387128,0.582588,0.709194
peasantry,0.522012,0.436802,0.536102,0.534689
repairing,0.559972,0.435903,0.635051,0.656268
bonfires,0.577627,0.481217,0.564333,0.747223
overtreatment,0.360088,0.494185,0.435753,0.534277
noncontact,0.501869,0.401599,0.520323,0.536117
heartbreaking,0.491085,0.550954,0.487565,0.452779
belladonna,0.541039,0.421333,0.508528,0.660045
shutout,0.541400,0.483787,0.565425,0.690951
barbarity,0.321266,0.590020,0.419608,0.509919
corrector,0.561992,0.402118,0.601939,0.619453
approaching,0.603068,0.480504,0.579054,0.416765
astutely,0.619543,0.462611,0.617785,0.301359
surrealists,0.553406,0.538405,0.535675,0.481265
decalcification,0.459269,0.398618,0.524909,0.661232
corrugation,0.516550,0.330110,0.552054,0.771075
weeps,0.447058,0.449546,0.532122,0.626374
bordelaise,0.628872,0.411976,0.598992,0.860065
typewritten,0.436512,0.391888,0.513245,0.811166
plainly,0.493440,0.421957,0.587217,0.307188
scattershot,0.383680,0.452097,0.492036,0.343342
wakening,0.602404,0.491198,0.580598,0.487147
hypomania,0.408310,0.498829,0.459183,0.366378
exegete,0.684935,0.392477,0.672350,0.545168
echo,0.520478,0.434789,0.552841,0.548364
engenders,0.664609,0.439270,0.685774,0.388605
intuitively,0.687010,0.481761,0.643925,0.308995
overdrawn,0.339515,0.503578,0.413114,0.643778
tacker,0.575372,0.435936,0.592504,0.816868
telephoto,0.630127,0.484795,0.579698,0.669738
sniggering,0.381139,0.529171,0.478868,0.513613
pincer,0.442014,0.526252,0.472037,0.776727
digitizing,0.589085,0.399924,0.616169,0.573135
encasement,0.528628,0.382686,0.570228,0.835971
straight,0.511553,0.450102,0.573876,0.624001
laughingly,0.616070,0.451889,0.613961,0.610810
misdiagnosed,0.254259,0.511408,0.367977,0.547981
publication,0.564886,0.460822,0.595807,0.686887
transiting,0.565134,0.455574,0.618140,0.606155
unwashed,0.394109,0.385844,0.487588,0.552737
copybook,0.492867,0.379027,0.584976,0.594541
reconverting,0.595726,0.379564,0.629866,0.441135
snowcapped,0.684224,0.398676,0.614761,0.778559
anaconda,0.512790,0.537265,0.468842,0.903994
bogusness,0.531377,0.474989,0.541473,0.640073
their,0.638119,0.445029,0.629451,0.419438
predating,0.563204,0.389985,0.523591,0.532695
ginghams,0.664630,0.361613,0.620805,0.668133
fermions,0.526053,0.404012,0.520320,0.544493
canvassers,0.552559,0.449629,0.591426,0.641471
seismologists,0.587983,0.448264,0.543634,0.677703
minium,0.594992,0.373634,0.577919,0.593177
embryology,0.621133,0.440394,0.553880,0.653239
boil,0.516169,0.454119,0.560322,0.819078
delineations,0.644925,0.346224,0.657382,0.289453
classroom,0.685645,0.426422,0.672502,0.835743
dislocations,0.393355,0.494775,0.434424,0.501805
Meredith,0.563284,0.430754,0.571840,0.769782
shelf,0.659120,0.346003,0.605376,0.799971
reversed,0.572919,0.429142,0.576210,0.532306
condominium,0.626274,0.429255,0.609505,0.737976
musings,0.620657,0.417534,0.608190,0.521759
instituted,0.636783,0.403084,0.636681,0.486725
genuineness,0.691829,0.416738,0.666668,0.355679
reflecting,0.694834,0.402600,0.645148,0.549299
ageratum,0.629285,0.368982,0.561412,0.787269
baptized,0.623139,0.458168,0.610397,0.627369
interactively,0.666285,0.458698,0.644167,0.476842
july,0.622790,0.468946,0.567659,0.693930
poncy,0.521200,0.483301,0.543039,0.510046
reverser,0.534146,0.449125,0.570210,0.638145
reverses,0.483209,0.473000,0.516142,0.583331
congenital,0.380434,0.433080,0.448020,0.501944
leniently,0.369063,0.506572,0.442378,0.390890
overground,0.537834,0.441812,0.539746,0.609143
relegates,0.419609,0.434975,0.517478,0.386528
salamis,0.598326,0.398733,0.591820,0.811629
isolation,0.291566,0.465318,0.408547,0.430195
congratulating,0.729395,0.483707,0.708704,0.554292
proneness,0.557454,0.405138,0.578846,0.481691
limiting,0.534639,0.442441,0.569618,0.573044
raws,0.484538,0.428782,0.544784,0.736303
minimum_wage,0.624666,0.452677,0.594288,0.730900
fuehrer,0.435856,0.502674,0.527724,0.641444
leftists,0.427588,0.477553,0.496280,0.574854
squealing,0.528454,0.585988,0.536313,0.654400
fastidiously,0.582752,0.354696,0.642735,0.373299
elongate,0.493382,0.465745,0.525981,0.574461
amuse,0.610063,0.465343,0.612522,0.445149
crucify,0.415556,0.513364,0.530104,0.566385
unpatrolled,0.440063,0.491232,0.444781,0.655554
laughingstock,0.456132,0.499403,0.485182,0.617231
outwardly,0.521100,0.427056,0.618402,0.346770
meting,0.473568,0.464126,0.590094,0.504592
violets,0.656093,0.460448,0.558666,0.766387
atones,0.521220,0.416560,0.615764,0.401597
nonsurgical,0.505599,0.475505,0.522203,0.606844
faun,0.645523,0.477670,0.589407,0.762696
blip,0.487817,0.447920,0.498923,0.616076
alerted,0.588753,0.521382,0.602508,0.652878
duping,0.386993,0.501039,0.473568,0.496135
faut,0.485840,0.434396,0.530433,0.443665
doggedness,0.542039,0.490317,0.615163,0.441879
barkers,0.453630,0.491636,0.496922,0.642589
faux,0.572751,0.415754,0.577179,0.628333
north,0.636344,0.411574,0.609331,0.744622
academically,0.552561,0.459932,0.587150,0.400135
reissuing,0.609995,0.379332,0.582495,0.547121
atoned,0.556431,0.401670,0.616423,0.544658
cathouse,0.667005,0.519636,0.583093,0.789722
diazepam,0.484191,0.424544,0.503363,0.691498
Michelangelo,0.610799,0.529542,0.607755,0.750547
angle,0.566423,0.395190,0.572238,0.647197
rearranged,0.563464,0.378905,0.582355,0.518276
russians,0.514594,0.475537,0.530776,0.606138
scone,0.702163,0.370696,0.647803,0.967650
miami,0.573373,0.433463,0.538138,0.721025
woofs,0.593463,0.441715,0.558523,0.773665
hankies,0.608138,0.374263,0.591455,0.752344
botch,0.359395,0.485862,0.475847,0.517404
japonica,0.584962,0.352496,0.549307,0.713442
anglo,0.558731,0.365685,0.589960,0.613003
dilemmas,0.458483,0.516576,0.500190,0.467836
overreached,0.381224,0.514159,0.481912,0.441936
swelling,0.388057,0.510922,0.457505,0.777902
ignition,0.505020,0.500362,0.541742,0.761838
bling,0.634889,0.566402,0.625519,0.722553
cardigans,0.639217,0.403101,0.603870,0.679733
Lichtenstein,0.534571,0.473141,0.550540,0.571643
cuffed,0.401727,0.467214,0.506662,0.769386
busman,0.694678,0.496595,0.622956,0.908019
skulduggery,0.402145,0.549767,0.457481,0.533577
lagoon,0.652477,0.411890,0.599310,0.843422
clash,0.491052,0.553881,0.551403,0.608186
avowedly,0.538073,0.434445,0.600750,0.295156
petrol,0.544714,0.483209,0.556101,0.740172
screamingly,0.435615,0.582207,0.518262,0.445331
pronouncement,0.555615,0.484693,0.573553,0.504619
barrenness,0.489936,0.461541,0.477642,0.518937
snacking,0.686684,0.484168,0.672302,0.714800
packman,0.685741,0.416425,0.618650,0.715074
climatically,0.510793,0.402525,0.526024,0.444644
cracking,0.577156,0.523030,0.598859,0.763155
thunderhead,0.544478,0.469381,0.474307,0.882319
emancipation,0.620989,0.544661,0.600273,0.460624
duchesses,0.651573,0.442038,0.590304,0.604959
alarmed,0.434371,0.586221,0.460328,0.514739
voracious,0.467054,0.580603,0.536650,0.533276
peignoir,0.719240,0.399117,0.651193,0.868439
Pontiac,0.476493,0.464813,0.549560,0.713600
statute,0.560187,0.422755,0.586711,0.496527
evergreens,0.728107,0.331291,0.653415,0.782349
nonentities,0.340840,0.445788,0.421213,0.408790
squirmy,0.506507,0.489653,0.514790,0.497908
peplum,0.550783,0.390773,0.549366,0.754531
mishaps,0.408354,0.544178,0.426029,0.499697
comping,0.704666,0.451655,0.685824,0.592902
exhorting,0.494594,0.516358,0.549736,0.494197
neatness,0.590653,0.397491,0.647223,0.523178
vernacular,0.588911,0.311173,0.602599,0.571942
giraffes,0.688297,0.449272,0.582765,0.828206
fowler,0.433632,0.457720,0.486736,0.862921
oxygens,0.559792,0.372659,0.583141,0.696811
Poe,0.512092,0.458828,0.528630,0.516754
hypervelocity,0.516664,0.493619,0.523503,0.625094
weeny,0.453361,0.441339,0.503518,0.715650
twitting,0.548962,0.533229,0.578963,0.581379
recommitment,0.657330,0.495577,0.640657,0.398056
inspirations,0.778419,0.520580,0.707180,0.477782
courts,0.517043,0.403107,0.554545,0.643895
bulging,0.447370,0.478080,0.511022,0.647477
chances,0.623684,0.492594,0.593245,0.547015
stove,0.527237,0.406019,0.598842,0.991003
aves,0.619766,0.391175,0.620066,0.599601
putt,0.548286,0.422055,0.545648,0.798026
Genevieve,0.620077,0.482431,0.589510,0.662058
cirrhotic,0.360112,0.432580,0.442617,0.513201
oatcakes,0.759066,0.409081,0.679857,0.845300
neurotoxin,0.336574,0.509104,0.419695,0.663397
moulders,0.559008,0.315611,0.604017,0.712460
chancel,0.577707,0.353034,0.563319,0.876215
fretfully,0.451138,0.429223,0.476977,0.560158
complot,0.349678,0.597773,0.440178,0.444828
darkest,0.546627,0.521800,0.544627,0.606513
unintelligibility,0.556472,0.432015,0.536511,0.352961
winch,0.544267,0.493485,0.566859,0.884549
subtracting,0.484177,0.389418,0.553825,0.694923
avuncular,0.625559,0.349717,0.605410,0.506963
ruben,0.564937,0.425621,0.559305,0.744056
lariat,0.542707,0.480979,0.534495,0.770980
considered,0.608938,0.395361,0.641308,0.441808
naturalistic,0.637870,0.455912,0.620783,0.374025
boucle,0.641580,0.365011,0.598264,0.775774
coattail,0.575052,0.447813,0.554879,0.595092
redressing,0.619944,0.411138,0.657835,0.427960
eau,0.624921,0.385830,0.596312,0.545406
fellate,0.515437,0.552850,0.551888,0.624522
combs,0.528454,0.396765,0.588609,0.774841
gouging,0.333166,0.568442,0.419150,0.609085
fingerless,0.570953,0.438326,0.556155,0.879305
rioter,0.313066,0.584104,0.429566,0.809391
roadblocks,0.437354,0.490791,0.532112,0.687503
lemma,0.544758,0.388894,0.590579,0.542853
chocoholic,0.644807,0.561752,0.584642,0.718680
micron,0.561528,0.382992,0.565198,0.685791
mylar,0.687297,0.375018,0.623134,0.772234
bogged,0.455276,0.448523,0.559343,0.682804
combo,0.622622,0.501934,0.616389,0.688741
derry,0.599987,0.490583,0.613260,0.771774
piano,0.680980,0.427839,0.643852,0.835672
sinisterly,0.483032,0.460281,0.502770,0.379364
combe,0.578500,0.397346,0.594784,0.809947
cinematography,0.683335,0.476051,0.654736,0.613881
tollbooths,0.521174,0.415182,0.560212,0.739242
boswellia,0.633962,0.365137,0.614908,0.697464
broncs,0.496507,0.520373,0.538473,0.937085
plaintiff,0.444695,0.432428,0.496989,0.690840
midnight,0.651684,0.480439,0.600651,0.712505
soirees,0.648281,0.500259,0.624162,0.763799
enthroned,0.535055,0.465142,0.529214,0.528187
storied,0.625180,0.482977,0.628079,0.531392
checkpoints,0.510652,0.465718,0.555711,0.761964
splatters,0.505084,0.519345,0.552890,0.822165
bronco,0.558856,0.501222,0.544716,0.937845
chips,0.593831,0.448974,0.583422,0.796235
soulmate,0.691810,0.577572,0.633198,0.594019
clothbound,0.714090,0.325359,0.675505,0.875059
binds,0.558157,0.415804,0.604371,0.572210
queried,0.557228,0.427698,0.610110,0.476748
embezzlement,0.360266,0.540901,0.457712,0.604899
precession,0.607676,0.404661,0.552851,0.464248
stitching,0.634376,0.373612,0.650504,0.869958
deceives,0.473511,0.495889,0.539698,0.413129
deceiver,0.474978,0.514755,0.519891,0.515205
worshipfully,0.668795,0.414207,0.612447,0.493079
unbridled,0.558659,0.546640,0.574599,0.418923
affluent,0.573255,0.465204,0.604627,0.503481
insectivorous,0.625785,0.425236,0.568847,0.562955
soundboards,0.642693,0.393824,0.595353,0.747737
splendors,0.779357,0.475698,0.642387,0.504184
canard,0.401797,0.435816,0.475795,0.544152
puked,0.373136,0.481707,0.478977,0.720527
acutely,0.450419,0.445901,0.494409,0.349234
queries,0.556475,0.449765,0.578430,0.555223
clops,0.640600,0.477117,0.594619,0.818234
roadwork,0.519689,0.465712,0.550223,0.653103
covens,0.512667,0.462897,0.499128,0.644476
liquidators,0.501173,0.421736,0.527964,0.608935
saucers,0.641338,0.414994,0.596789,0.781480
facsimiles,0.581978,0.428070,0.594235,0.666969
europe,0.540837,0.429497,0.543260,0.607843
moduli,0.543832,0.377050,0.588783,0.448396
inventive,0.745337,0.554508,0.719328,0.376865
modulo,0.438642,0.344345,0.516865,0.473113
outruns,0.503239,0.570463,0.546879,0.649407
carbonated,0.636987,0.483430,0.611564,0.710362
acquired,0.584878,0.416836,0.607020,0.530278
grieve,0.588710,0.471895,0.580858,0.567251
begorrah,0.666170,0.451219,0.627440,0.615436
waterside,0.715085,0.412009,0.646382,0.660163
vis,0.581548,0.408936,0.598866,0.414613
artsy,0.604248,0.498637,0.590600,0.531129
doormen,0.573333,0.464140,0.566945,0.772590
clawed,0.492411,0.452774,0.535215,0.627845
geometrically,0.526776,0.426516,0.545773,0.516899
sticklers,0.541707,0.417489,0.593102,0.404190
europa,0.540847,0.469884,0.562104,0.474615
payphones,0.531724,0.431066,0.534394,0.842525
acquirer,0.539913,0.448584,0.587709,0.551741
acquires,0.567084,0.441775,0.613874,0.475795
caesarean,0.475535,0.556834,0.502498,0.709412
zing,0.724156,0.506544,0.704668,0.658503
hadji,0.552839,0.531180,0.533911,0.634033
televised,0.563204,0.497139,0.566151,0.640412
teapots,0.642815,0.406153,0.608653,0.698333
enamour,0.604085,0.475816,0.630267,0.468027
coveting,0.479575,0.536307,0.555383,0.476108
vip,0.621193,0.434636,0.595654,0.599858
banns,0.504661,0.435414,0.548229,0.596068
unseeing,0.415336,0.446781,0.429400,0.513285
musky,0.612506,0.485482,0.596621,0.808914
chemin,0.644871,0.361038,0.614677,0.635658
misquotations,0.418325,0.431642,0.517152,0.336796
copilot,0.627418,0.469277,0.589147,0.823149
stories,0.659767,0.430790,0.612684,0.685276
frustrated,0.381422,0.509941,0.488271,0.470502
abelia,0.724786,0.348351,0.658715,0.716743
publishers,0.612259,0.396332,0.616755,0.627723
undesignated,0.591649,0.396575,0.581739,0.538134
exam,0.542974,0.462588,0.560144,0.741862
rotating,0.579333,0.427500,0.607607,0.663377
amen,0.562735,0.447568,0.572227,0.619043
rescuers,0.558191,0.525117,0.527342,0.801188
shrills,0.524497,0.577764,0.491121,0.594133
agencies,0.557267,0.435850,0.584760,0.650787
gawker,0.577037,0.500997,0.581729,0.714476
deterministic,0.584746,0.484858,0.569540,0.284857
stropped,0.470152,0.396007,0.577000,0.761359
launderings,0.379768,0.430607,0.476006,0.682849
Volkswagens,0.631793,0.433990,0.596460,0.728836
sahib,0.589072,0.339009,0.559237,0.714140
swift,0.582656,0.497744,0.607378,0.527367
Maggie,0.596840,0.435734,0.529677,0.771976
undrinkable,0.421027,0.449202,0.467832,0.597474
embroidering,0.627201,0.408912,0.613238,0.680111
wallace,0.451119,0.436886,0.473083,0.753206
sewerage,0.422383,0.451513,0.500298,0.630490
epidemics,0.348892,0.593229,0.382959,0.629463
reassembling,0.534395,0.399310,0.611342,0.649620
homeworker,0.652729,0.434684,0.653511,0.618614
cavalcades,0.614773,0.465202,0.593613,0.647708
Indies,0.595521,0.444703,0.583911,0.594490
rotarians,0.930044,0.336781,0.788739,0.736164
corroborative,0.519698,0.437435,0.548988,0.437680
auctions,0.588761,0.486859,0.586845,0.620488
lilts,0.666440,0.398941,0.625190,0.658059
hausa,0.520993,0.420022,0.528970,0.600127
glades,0.742790,0.444764,0.619912,0.629548
viands,0.707801,0.369938,0.655259,0.666762
sequenced,0.644808,0.431067,0.625910,0.596304
wale,0.551026,0.388428,0.581450,0.695947
cheerleaders,0.680719,0.540628,0.619455,0.732922
carbonates,0.622602,0.439266,0.584974,0.647772
munition,0.445515,0.530385,0.487057,0.855971
wall,0.540260,0.407390,0.569838,0.932449
unlamented,0.431743,0.402208,0.467872,0.436782
pottage,0.587478,0.332134,0.603641,0.538880
doglike,0.632709,0.485312,0.581077,0.595208
wali,0.572311,0.451162,0.602030,0.502648
walt,0.565256,0.431152,0.576021,0.677913
interface,0.644991,0.382340,0.642588,0.649855
fledging,0.696393,0.466797,0.643949,0.537895
likeability,0.698583,0.467214,0.665915,0.418371
sequencer,0.601992,0.456448,0.581505,0.778947
psalmist,0.629195,0.430695,0.592706,0.630258
definitiveness,0.610817,0.444570,0.604835,0.282235
overpayment,0.424243,0.493472,0.487017,0.474315
rimming,0.528000,0.454916,0.572890,0.600107
bottlers,0.567607,0.458402,0.602947,0.792356
trays,0.581500,0.327914,0.622556,0.840382
he'd,0.636525,0.421727,0.582067,0.567404
mastiffs,0.570362,0.491154,0.549456,0.937164
civil_servant,0.565692,0.384599,0.597410,0.753289
sonorities,0.720495,0.416880,0.649290,0.557391
subsurface,0.560763,0.451720,0.536578,0.624720
hindu,0.517615,0.429187,0.536739,0.608461
bureaucratically,0.371115,0.440374,0.454100,0.387959
charts,0.639530,0.394825,0.586447,0.744178
embargoed,0.493659,0.444625,0.565019,0.515196
flopping,0.412042,0.500540,0.485402,0.649160
dicky,0.477067,0.405714,0.560163,0.681542
Sandra,0.610700,0.476724,0.594803,0.712548
counterculture,0.531604,0.515315,0.509398,0.491935
rehashing,0.405278,0.424340,0.520948,0.440483
mike,0.596730,0.374244,0.579683,0.833147
liverpool,0.518411,0.521661,0.539867,0.740927
nickel,0.575863,0.461276,0.541838,0.778443
inbound,0.602336,0.412891,0.586882,0.638740
linearity,0.546908,0.437840,0.583301,0.388534
wilding,0.369857,0.575906,0.457752,0.612768
nicked,0.462510,0.477907,0.529290,0.709822
injustices,0.306349,0.513438,0.415312,0.344958
walloping,0.424688,0.531902,0.504878,0.575298
crappy,0.391047,0.492662,0.482532,0.446974
unpeeled,0.510703,0.335112,0.556092,0.875661
underutilized,0.445820,0.437795,0.545829,0.326581
perplexing,0.474068,0.477359,0.518310,0.330740
mouselike,0.625001,0.450880,0.572681,0.710919
unmoved,0.445316,0.418705,0.519195,0.458662
nicker,0.608901,0.452913,0.561954,0.938101
overturn,0.497770,0.502902,0.564602,0.641833
stockman,0.612419,0.397618,0.614272,0.860632
inconspicuous,0.529905,0.342595,0.585800,0.520456
toning,0.659755,0.439610,0.695678,0.650783
abandoned,0.386226,0.405943,0.461780,0.432341
unlike,0.551739,0.396104,0.600549,0.274567
kindheartedness,0.702541,0.492463,0.655171,0.447356
hyperlink,0.528104,0.430607,0.572667,0.728108
streusel,0.655441,0.358152,0.606549,0.787520
unusually,0.534254,0.451231,0.548342,0.444586
plateaued,0.496488,0.390914,0.548528,0.572057
vastly,0.510859,0.473224,0.538695,0.360957
loosest,0.626369,0.516805,0.598066,0.458798
phenotypic,0.529956,0.445286,0.525676,0.543293
decongestant,0.517081,0.408027,0.550192,0.835728
aromatically,0.710521,0.406381,0.650341,0.692214
bolero,0.668419,0.448517,0.605992,0.799181
rename,0.553970,0.462942,0.633433,0.571039
dumbly,0.409475,0.405032,0.498451,0.494161
journalistically,0.526075,0.396341,0.581214,0.480194
cultivators,0.556321,0.401232,0.572221,0.685614
apprehend,0.468106,0.537768,0.565644,0.508879
tenured,0.518788,0.464405,0.558081,0.495127
refs,0.558084,0.425338,0.562533,0.706417
woollens,0.597145,0.387570,0.578584,0.726771
outspent,0.396563,0.563023,0.487595,0.583673
unintelligent,0.325143,0.510264,0.431632,0.366174
encouragement,0.816746,0.471757,0.743469,0.433411
meteoroid,0.558663,0.477057,0.500658,0.839256
partout,0.511420,0.445797,0.549784,0.527750
audiences,0.690102,0.487386,0.637121,0.626023
troppo,0.528250,0.500027,0.544272,0.509640
unreeled,0.441746,0.557402,0.463689,0.633986
astounds,0.565975,0.587716,0.541498,0.427529
Russia's,0.473768,0.435928,0.564001,0.577309
phosphorous,0.495593,0.449149,0.552258,0.816820
outspend,0.468239,0.580657,0.559043,0.622233
stands,0.618289,0.426378,0.662717,0.695758
disapprovingly,0.431017,0.432870,0.503854,0.556460
outselling,0.584406,0.520939,0.558894,0.600771
cutaneous,0.406524,0.417124,0.471730,0.589072
unite,0.653222,0.495815,0.704402,0.559098
ellipsoidal,0.633347,0.363657,0.597247,0.717747
besting,0.605149,0.505246,0.633770,0.651506
esoterically,0.563480,0.467279,0.554674,0.372351
smugglers,0.441432,0.544508,0.485407,0.793833
units,0.602914,0.387492,0.615182,0.676237
fantasized,0.555756,0.569773,0.561156,0.643236
filetype,0.535397,0.370338,0.571430,0.715433
gets,0.612249,0.476415,0.644948,0.624864
tomatoes,0.599700,0.406200,0.598210,0.977169
eunuchs,0.495006,0.480210,0.490193,0.554061
sops,0.575253,0.422517,0.574216,0.449361
raisers,0.587595,0.492048,0.558814,0.643116
windstorm,0.495102,0.531807,0.465477,0.713315
coached,0.593863,0.466312,0.611007,0.691937
mailbags,0.571797,0.380018,0.594168,0.878661
recline,0.616677,0.369689,0.624089,0.619996
convocation,0.590782,0.479802,0.582854,0.631964
outcast,0.417301,0.539275,0.446745,0.481533
automation,0.592465,0.443144,0.604330,0.479788
coaches,0.688960,0.400403,0.641077,0.668788
adirondack,0.719626,0.390453,0.671386,0.661941
sectarians,0.340092,0.486828,0.418993,0.410945
student,0.615771,0.451667,0.593862,0.823909
coprocessor,0.554581,0.440924,0.575677,0.583870
Manuel,0.553510,0.507467,0.579060,0.696679
lopsided,0.460755,0.486784,0.513540,0.516125
whale,0.598415,0.481008,0.529511,0.925763
collar,0.590663,0.392504,0.578436,0.959363
recommendatory,0.520911,0.403797,0.597314,0.264540
antsy,0.468973,0.550347,0.513736,0.458537
gutter,0.401351,0.440105,0.488961,0.736678
cosmopolitans,0.582390,0.517062,0.537124,0.641123
masochist,0.429612,0.544208,0.497098,0.502420
plowed,0.525008,0.498875,0.574160,0.661273
saggers,0.453373,0.478559,0.509178,0.749754
whole,0.670188,0.423178,0.658170,0.574752
ingredients,0.745656,0.394050,0.689543,0.816930
banded,0.555100,0.401263,0.557601,0.612016
gimpy,0.437435,0.392333,0.506910,0.633558
complaisant,0.532473,0.472798,0.576132,0.273787
plower,0.536117,0.409942,0.568926,0.778004
enchanters,0.594159,0.413042,0.565557,0.702229
gutted,0.455277,0.532805,0.503740,0.659224
spectator,0.553815,0.422849,0.566843,0.797252
twirl,0.692349,0.546881,0.666355,0.850155
firstly,0.654711,0.405105,0.657547,0.396251
noncooperation,0.332471,0.464557,0.501447,0.320488
bander,0.663145,0.411393,0.608356,0.996888
patty,0.625539,0.404103,0.609455,0.929946
aquifers,0.560606,0.397638,0.527067,0.749371
masochism,0.434864,0.518198,0.530177,0.372466
lightbulb,0.601888,0.456810,0.599632,0.877406
homologue,0.523857,0.365200,0.546653,0.605466
endorses,0.635045,0.436371,0.669599,0.468034
speedball,0.581767,0.494303,0.604717,0.733334
gastritis,0.322086,0.465006,0.424862,0.570802
lushness,0.718079,0.458800,0.650334,0.544399
tendering,0.502787,0.409859,0.595880,0.531272
embankments,0.522002,0.372992,0.538852,0.648016
obtain,0.562378,0.439736,0.616729,0.568672
spirochete,0.339798,0.432742,0.407566,0.683314
chandlers,0.639526,0.370393,0.598449,0.731285
recollection,0.681991,0.424214,0.660141,0.494050
casper,0.467815,0.411940,0.533675,0.838839
neurasthenia,0.254372,0.456946,0.337240,0.500026
misbehaved,0.369446,0.521111,0.482601,0.537286
neurasthenic,0.385202,0.445858,0.431539,0.478186
qualifications,0.673178,0.443703,0.659921,0.515297
smite,0.479558,0.543699,0.546533,0.569773
console,0.600633,0.422553,0.604736,0.787521
majesty,0.834507,0.476527,0.692273,0.465089
copyable,0.592877,0.464974,0.582833,0.528158
remolding,0.542369,0.471201,0.571988,0.525960
rabidly,0.492953,0.505898,0.564829,0.425112
smith,0.519558,0.488530,0.546617,0.725604
accretes,0.557692,0.389582,0.556879,0.561493
coliseum,0.534046,0.410008,0.554163,0.840264
hastening,0.455570,0.443770,0.482819,0.483960
appraiser,0.570891,0.449921,0.584190,0.729732
