"term","humor"
"snout","85.444646"
"snow","49.509982"
"snowball","61.754386"
"snowfall","62.857143"
"snowflake","51.659919"
"snowman","65.207756"
"snowstorm","50.657895"
"snub","57.521222"
"snuff","61.947368"
"snug","57.894737"
"soak","50.451128"
"soapbox","64.070175"
"sob","40.185759"
"soccer","55.964912"
"social","52.778458"
"sod","67.819549"
"soda","49.878543"
"sodium","42.229102"
"sofa","48.300752"
"softball","57.067669"
"softener","61.256367"
"softness","51.609023"
"software","41.169591"
"soil","54.917293"
"soiree","73.130194"
"solace","50.947368"
"soldier","44.912281"
"sole","52.105263"
"solid","54.035088"
"solvent","40"
"song","46.315789"
"sonnet","57.54386"
"soot","57.894737"
"sore","44.210526"
"sorrow","34.055728"
"soul","48.486842"
"sound","55"
"soundtrack","54.822771"
"soup","52.491228"
"source","61.754386"
"south","50.175439"
"southeast","42.45614"
"southpaw","63.157895"
"southwest","44.144737"
"sovereign","48.193457"
"soviet","52.105263"
"sow","59.459459"
"soy","56.608187"
"soybean","56.48267"
"spa","51.544992"
"space","45.064011"
"spaceship","52.105263"
"spacing","40.140351"
"spade","49.721362"
"spam","75.986842"
"span","53.80805"
"spaniel","66.578947"
"spank","60.711238"
"spanking","69.473684"
"spar","55.321637"
"spare","52.380952"
"spark","62.348178"
"sparkle","70.921053"
"sparrow","50.451128"
"spasm","69.473684"
"spatter","63.684211"
"spear","46.315789"
"spec","47.602339"
"special","51.083591"
"species","52.105263"
"speck","62.750424"
"specs","56.608187"
"spectrum","50.947368"
"speech","44.95356"
"speed","48.753463"
"speedboat","53.80805"
"speedway","57.251462"
"spell","49.040248"
"spelling","45.45809"
"sperm","63.040936"
"sphere","51.052632"
"sphincter","83.368421"
"sphinx","71.517028"
"spider","46.996904"
"spike","58.947368"
"spin","54.223363"
"spinach","55.578947"
"spindle","62.236842"
"spine","57.213622"
"spinner","55.099819"
"spinster","65.092461"
"spiral","54.678363"
"spirit","45.308924"
"spit","54.421053"
"spittoon","81.052632"
"splash","63.915789"
"spleen","55.723684"
"splice","55.964912"
"splint","56.929825"
"splinter","52.409972"
"split","49.824561"
"spoil","49.210526"
"spoils","52.932331"
"spokesman","41.169591"
"sponsor","45.157895"
"spool","61.981424"
"spoon","62.348178"
"spoonful","52.748538"
"sport","51.719298"
"sportsman","55"
"spot","56.240602"
"spotlight","53.126935"
"spotter","53.502722"
"spouse","55.170279"
"sprain","47.280702"
"spray","59.548872"
"spread","55.898367"
"spreader","62.662539"
"spree","70.135338"
"spring","60.566802"
"springtime","50.30853"
"sprinkle","72.561404"
"sprint","53.441296"
"sprite","64.705882"
"sprout","61.533835"
"spruce","59.12654"
"spud","73.178947"
"spunk","79.508772"
"spur","61.488203"
"spy","49.878543"
"squabble","76.786704"
"squad","51.701346"
"squadron","50.021053"
"squall","62.160665"
"square","52.631579"
"squash","60.789474"
"squat","76.090226"
"squaw","67.819549"
"squawk","79.167687"
"squeak","74.817814"
"squealer","78.736842"
"squeeze","77.459165"
"squint","74.105263"
"squire","52.828947"
"squirm","74.539474"
"squirt","82.807018"
"stab","38.596491"
"stable","49.403509"
"stack","45.096953"
"stadium","49.008568"
"staff","51.764706"
"stag","57.894737"
"stagecoach","48.521303"
"stagger","63.684211"
"stain","55.353017"
"stair","49.509982"
"stairs","51.764706"
"stairway","50.657895"
"stairwell","42.88499"
"stalemate","53.684211"
"stalk","39.504644"
"stall","52.319688"
"stallion","60.038986"
"stamp","57.56391"
"stance","51.410526"
"standard","46.909582"
"standpoint","41.973684"
"stapler","55.723684"
"star","56.350877"
"starboard","49.210526"
"starch","49.303905"
"stardom","51.322902"
"stardust","57.894737"
"stare","47.912886"
"starfish","57.894737"
"starlet","54.489164"
"starlight","57.625459"
"starling","65.910931"
"start","47.602339"
"starter","48.470012"
"state","44.912281"
"statement","42.45614"
"stateroom","44.385965"
"statesman","40.221607"
"static","48.631579"
"station","55.789474"
"statue","57.521222"
"stature","58.268251"
"status","48.245614"
"statute","50.021053"
"stay","44.385965"
"steady","53.628809"
"steak","53.263158"
"steal","38.87218"
"stealth","46.315789"
"steamboat","58.741977"
"steamer","64.598338"
"steamship","50.604288"
"steel","49.303905"
"steeple","56.240602"
"steer","48.521303"
"stem","44.77193"
"stench","54.331984"
"step","45.634675"
"sterling","59.438597"
"stern","41.684211"
"sternum","55.099819"
"steroid","48.329519"
"stew","56.447368"
"steward","55.099819"
"stewardess","58.357895"
"stick","40.97166"
"stickler","54.736842"
"stiff","64.511278"
"stigma","49.403509"
"stillness","43.812233"
"stinger","61.395349"
"stink","56.774194"
"stinker","78.157895"
"stint","60.896686"
"stir","47.473684"
"stitch","59.306804"
"stock","49.746589"
"stockade","55.578947"
"stocking","59.342105"
"stockings","54.255639"
"stockpile","44.074703"
"stockroom","46.959064"
"stomach","58.947368"
"stomp","56.066482"
"stone","48.300752"
"stooge","88.421053"
"stool","64.244482"
"stoop","61.981424"
"stopper","55.099819"
"store","47.912886"
"storeroom","48.245614"
"storm","40.912281"
"story","49.210526"
"stout","66.827068"
"stove","55"
"strain","49.210526"
"strand","47.017544"
"straw","53.391813"
"stray","53.826458"
"stream","50.526316"
"streamline","45.488722"
"street","43.684211"
"streetcar","52.631579"
"strength","52.29202"
"stretch","50.657895"
"stretcher","45.308924"
"stride","56.447368"
"strife","46.315789"
"strike","47.969925"
"striker","46.996904"
"string","47.859649"
"strings","57.894737"
"stripper","79.542334"
"striptease","82.706767"
"stroke","49.122807"
"stroll","51.905626"
"stronghold","46.315789"
"structure","51.107078"
"strudel","78.380567"
"struggle","46.315789"
"stub","63.343653"
"stud","83.508772"
"stuff","54.917293"
"stumble","55.750487"
"stump","66.956522"
"stunner","57.625459"
"stunt","59.284211"
"stupid","54.807018"
"stutter","53.726316"
"style","52.550607"
"stylist","59.824561"
"sub","49.824561"
"subject","41.547988"
"sublime","55.170279"
"substance","55.222672"
"suburb","57.56391"
"success","48.962406"
"sucker","77.946085"
"suds","62.94197"
"suede","55.704125"
"sugar","59.405034"
"suit","50.050934"
"suitcase","50.947368"
"suite","60.065789"
"sulk","54.807018"
"sultan","53.126935"
"sum","53.263158"
"summer","54.30127"
"summit","60"
"sundae","70.175439"
"sundown","50.526316"
"sunlight","60.210526"
"sunroof","54.533107"
"sunshine","47.809847"
"sup","70.272232"
"supper","53.759398"
"supply","52.270677"
"surf","61.981424"
"surface","55.413534"
"surfer","51.461988"
"surge","51.609023"
"surgeon","49.878543"
"surname","57.625459"
"surplus","50.30853"
"surprise","64.327485"
"surround","44.992481"
"survey","52.105263"
"suspect","44.144737"
"suspense","54.035088"
"suture","52.29202"
"swab","61.56611"
"swag","71.97724"
"swallow","63.469786"
"swami","80.739687"
"swank","77.836257"
"swap","62.612086"
"swarm","56.330014"
"swat","61.111111"
"sway","48.245614"
"sweat","51.544992"
"sweater","48.486842"
"sweatshirt","51.066127"
"sweatshop","48.359133"
"sweep","54.035088"
"sweet","62.236842"
"sweetheart","67.430341"
"sweetie","68.187134"
"sweetness","48.962406"
"swell","60.37594"
"swerve","59.676113"
"swift","49.445235"
"swill","65.185185"
"swim","53.070175"
"swimmer","48.359133"
"swimming","57.894737"
"swimsuit","57.067669"
"swindle","61.754386"
"swindler","57.894737"
"swine","66.578947"
"swing","60.789474"
"swipe","61.256367"
"swirl","73.955857"
"swish","73.466425"
"switchblade","52.380952"
"switchboard","42.753036"
"swivel","59.438597"
"swoop","61.947368"
"sword","52.704174"
"swordfish","57.251462"
"swordsman","51.544992"
"symbol","59.438597"
"symptom","48.193457"
"sync","49.122807"
"syndrome","48.052632"
"syringe","49.040248"
"syrup","62.397661"
"system","47.173489"
"tab","47.062818"
"table","56.027165"
"tablet","50.797963"
"taboo","67.858017"
"tackle","43.834586"
"tactic","55.321637"
"tadpole","60.982456"
"taffy","70.692521"
"tag","50.526316"
"tail","50.697013"
"tailor","55.321637"
"taint","66.666667"
"take","46.315789"
"taker","41.440443"
"talcum","64.705882"
"tale","45.350877"
"talent","52.105263"
"talker","55.964912"
"tally","59.306804"
"talon","57.465887"
"tamer","60.689655"
"tampon","61.533835"
"tan","43.74269"
"tang","73.466425"
"tangle","56.774194"
"tango","67.929825"
"tank","48.962406"
"tanker","55.723684"
"tantrum","58.633819"
"tap","55.078236"
"tape","55.099819"
"tapeworm","55.099819"
"taps","44.438122"
"tar","55.170279"
"target","45.592105"
"tarmac","55.578947"
"tart","71.052632"
"tartar","61.754386"
"tassel","70.692521"
"taste","53.391813"
"tattoo","56.608187"
"taunt","55.578947"
"tavern","57.894737"
"tax","33.53902"
"taxi","48.631579"
"tea","49.28475"
"teacher","54.586466"
"teal","48.962406"
"team","49.445235"
"teamwork","48.631579"
"teapot","63.214794"
"tear","42.45614"
"tease","73.762183"
"teaspoon","56.608187"
"teatime","66.827068"
"tech","45.54386"
"technique","60.210526"
"tee","59.438597"
"teens","55.578947"
"teller","47.206478"
"temp","49.040248"
"tempest","48.097166"
"template","40.866873"
"temple","51.107078"
"tempo","54.736842"
"temptress","56.608187"
"ten","49.509982"
"tender","55.723684"
"tennis","51.350114"
"tense","41.524501"
"tension","52.105263"
"tent","52.105263"
"tenure","54.736842"
"tepee","61.922197"
"termite","44.718693"
"terrace","52.550607"
"terrain","51.083591"
"terrier","57.54386"
"terror","33.450292"
"test","38.098472"
"tether","55.723684"
"textbook","51.829574"
"textile","46.315789"
"texture","51.162791"
"thanks","56.157895"
"thatch","60.689655"
"thaw","46.315789"
"theft","36.390977"
"theme","50.697013"
"thermal","51.278195"
"thermos","52.932331"
"thesis","51.162791"
"thick","61.337127"
"thicket","58.268251"
"thickness","60.467836"
"thief","47.142857"
"thing","54.035088"
"think","49.62406"
"third","49.62406"
"thirst","46.315789"
"thirty","45.706371"
"thistle","59.87163"
"thorn","42.65928"
"thought","52.105263"
"thread","47.418546"
"threat","42.229102"
"threesome","80.549199"
"threshold","44.438122"
"thrift","51.322902"
"thriller","55.789474"
"throat","54.489164"
"throes","60.038986"
"throne","52.44582"
"throttle","68.726655"
"throw","49.789474"
"throwback","50.604288"
"thrower","47.859649"
"thrust","69.473684"
"thruster","75.428571"
"thud","71.351351"
"thug","53.126935"
"thumb","54.917293"
"thunder","53.786078"
"thyroid","43.295195"
"tibia","57.004049"
"tic","57.521222"
"tick","57.894737"
"ticker","63.214794"
"ticket","49.62406"
"tickle","76.474908"
"tidings","59.649123"
"tidy","60.210526"
"tie","53.177388"
"tier","56.11336"
"tiger","54.035088"
"tightrope","61.160594"
"tights","66.970128"
"tile","44.074703"
"timber","66.992481"
"times","43.74269"
"timing","54.736842"
"tin","46.315789"
"tinfoil","56.027165"
"tingle","76.75188"
"tinker","76.660617"
"tinkle","91.773879"
"tip","63.915789"
"tipper","62.45614"
"tipster","75.263158"
"tiptoe","68.026316"
"tissue","56.384439"
"tit","98.421053"
"titan","57.171053"
"title","45.614035"
"toad","60.467836"
"toast","56.410256"
"toaster","48.245614"
"toffee","59.438597"
"tofu","57.213622"
"toga","77.744361"
"toil","64.705882"
"toilet","70.364372"
"token","50.947368"
"tomb","42.105263"
"tomcat","65.131579"
"tome","51.719298"
"ton","51.578947"
"tone","56.929825"
"tongue","73.333333"
"tonic","47.206478"
"tool","62.47246"
"toot","87.48538"
"tooth","54.62888"
"toothache","37.052632"
"toothbrush","45.425101"
"toothpick","57.894737"
"toots","86.62768"
"top","52.105263"
"topic","49.746589"
"torch","54.678363"
"torment","30.344828"
"torque","57.004049"
"torrent","41.169591"
"torso","38.210526"
"tortoise","70.4"
"torture","29.287926"
"toss","51.322902"
"tot","63.915789"
"total","52.847503"
"tote","63.497453"
"totem","62.695764"
"touch","50.697013"
"touchdown","63.238866"
"tough","46.315789"
"toupee","74.224022"
"tour","50.175439"
"tourist","53.391813"
"tout","59.973009"
"tow","48.052632"
"towel","61.256367"
"tower","46.959064"
"town","41.684211"
"township","45.634675"
"toxin","43.007519"
"toy","58.268251"
"trace","48.421053"
"tracer","50.526316"
"track","48.486842"
"tracker","48.987854"
"traction","51.873684"
"tractor","54.489164"
"trade","48.575096"
"trademark","48.097166"
"trader","45.54386"
"traffic","50.071124"
"train","50.175439"
"trainee","44.534413"
"trainer","47.062818"
"training","43.536842"
"trait","56.240602"
"traitor","38.330309"
"tram","64.705882"
"tramp","64.263158"
"trample","52.631579"
"trance","56.330014"
"transcript","45.654135"
"transfer","46.315789"
"transient","45.654135"
"transit","51.659919"
"transplant","49.303905"
"transport","54.255639"
"trap","47.368421"
"trapper","57.251462"
"trauma","31.578947"
"traverse","54.035088"
"tray","41.904762"
"tread","41.169591"
"treadmill","53.786078"
"treason","43.327674"
"treasure","56.410256"
"treat","63.343653"
"treatment","49.62406"
"treaty","47.062818"
"tree","53.80805"
"tremor","37.192982"
"trench","46.315789"
"trend","50.368421"
"trendy","54.421053"
"triad","56.240602"
"trial","46.315789"
"tribal","54.678363"
"tribe","53.441296"
"tribune","52.105263"
"tribute","44"
"trick","62.857143"
"trifle","66.165414"
"trigger","64.129555"
"trillion","62.960526"
"trim","51.526316"
"trinket","66.970128"
"trio","60.021482"
"trip","65.73854"
"tripe","68.187134"
"triumph","56.842105"
"trivia","57.581792"
"troll","77.434211"
"trolley","59.973009"
"trombone","69.473684"
"troop","48.556876"
"trooper","55.457064"
"trophy","54.035088"
"tropic","47.392901"
"tropics","55.750487"
"trot","71.255061"
"trouble","45.614035"
"troupe","59.438597"
"trousers","60.789474"
"trout","62.526316"
"truce","56.240602"
"truffle","64.626683"
"trump","77.964912"
"trumpet","55.767991"
"trunk","53.039049"
"trust","52.270677"
"trustee","40.080972"
"trusty","56.6759"
"truth","51.659919"
"try","47.473684"
"tub","62.857143"
"tuba","67.07804"
"tube","58.785425"
"tuck","54.421053"
"tug","64.466572"
"tugboat","66.25731"
"tulip","62.003396"
"tumble","55.723684"
"tummy","75.449915"
"tuna","61.30031"
"tune","52.748538"
"tunic","60.941828"
"turbine","49.509982"
"turd","87.55433"
"turf","55.689223"
"turkey","74.43609"
"turmoil","54.276316"
"turn","51.107078"
"turnip","70.835913"
"turnpike","54.210526"
"turret","59.548872"
"turtle","61.754386"
"tussle","62.662539"
"tutor","53.177388"
"tutu","82.596491"
"tux","54.370709"
"twain","64.180451"
"twat","86.655348"
"tweed","66.344239"
"tweezers","63.085299"
"twelve","49.746589"
"twerp","91.624714"
"twig","58.575851"
"twilight","54.035088"
"twin","47.445443"
"twinkle","69.473684"
"twirl","57.894737"
"twist","53.80805"
"twister","63.040936"
"twit","92.631579"
"twosome","70.116959"
"tycoon","64.070175"
"type","49.303905"
"typhoid","39.59253"
"typhoon","51.800554"
"typist","55.578947"
"ulcer","44.210526"
"uncle","56.696915"
"undress","63.040936"
"union","44.144737"
"unit","58.538012"
"unknown","56.140351"
"unrest","40.866873"
"unseen","47.173489"
"upgrade","60.689655"
"upkeep","45.568761"
"upper","51.322902"
"upright","54.736842"
"uproar","62.160665"
"upset","41.022556"
"upstart","63.883848"
"urge","58.473684"
"urine","60.789474"
"urn","53.317013"
"usage","52.105263"
"use","46.315789"
"usher","52.105263"
"utmost","49.210526"
"vaccine","43.669173"
"vacuum","55.280136"
"vagrant","60.982456"
"valance","58.207681"
"vale","49.547124"
"valet","56.696915"
"valley","57.521222"
"value","44.77193"
"vamp","69.473684"
"van","47.602339"
"vandal","54.586466"
"vanguard","56.240602"
"vantage","60.350877"
"varmint","82.617354"
"varnish","57.894737"
"vassal","57.894737"
"vat","50.269576"
"vault","59.342105"
"veal","49.824561"
"vector","49.122807"
"vegan","60.33241"
"vehicle","51.526316"
"veil","54.276316"
"vein","42.105263"
"Velour","64.736842"
"velvet","58.785425"
"veneer","47.969925"
"vengeance","39.699248"
"venom","51.800554"
"vent","48.421053"
"venue","56.48267"
"verdict","42.345865"
"verge","63.238866"
"vermin","65.185185"
"vermouth","63.157895"
"verse","52.704174"
"version","44.821732"
"vessel","49.62406"
"vest","46.996904"
"vet","48.753463"
"veto","52.105263"
"vial","54.736842"
"vicar","60.87218"
"vice","45.592105"
"viceroy","52.828947"
"victim","36.390977"
"viewer","42.02729"
"viewpoint","47.639098"
"villa","56.736842"
"village","48.168421"
"villain","46.315789"
"vine","54.452347"
"vineyard","52.847503"
"vintage","54.331984"
"vinyl","57.894737"
"viper","47.039474"
"virtue","51.066127"
"virus","41.353383"
"visa","37.408907"
"vision","47.087719"
"visit","51.609023"
"visor","49.403509"
"vitals","44.385965"
"vixen","76.335283"
"vocal","54.255639"
"vodka","64.070175"
"vogue","58.446115"
"voice","47.859649"
"voltage","50.175439"
"volume","51.278195"
"volumes","45.750963"
"vomit","50.285714"
"voodoo","74.241486"
"vortex","65.480944"
"vote","51.278195"
"voter","47.859649"
"vow","40.339559"
"vowel","56.696915"
"voyage","51.191136"
"voyeur","59.762309"
"vulture","51.22807"
"wad","83.049002"
"waddle","93.684211"
"waffle","67.459954"
"wag","79.185059"
"wage","46.315789"
"wager","40.802005"
"wail","50.947368"
"waistline","54.62888"
"wait","42.45614"
"waiter","49.934211"
"waitress","48.193457"
"walk","53.786078"
"wall","51.22807"
"wallet","46.996904"
"wallop","84.912281"
"wallow","63.684211"
"walnut","65.073402"
"walrus","69.473684"
"waltz","55.457064"
"wand","62.857143"
"want","45.634675"
"wanton","70.038511"
"war","31.080332"
"ward","50.30853"
"warden","49.336384"
"wardrobe","48.359133"
"warehouse","44.438122"
"warfare","44.534413"
"warhead","44.110276"
"warlock","65.131579"
"warlord","44.77193"
"warm","45.263158"
"warmth","56.330014"
"warning","35.544676"
"warrior","48.888889"
"warship","37.631579"
"wart","54.892788"
"wartime","37.218045"
"wash","50.451128"
"washer","47.392901"
"washout","62.960526"
"washroom","60.789474"
"wasp","54.238227"
"wasteland","52.105263"
"watch","47.062818"
"watchdog","66.042885"
"watcher","47.912886"
"watchman","42.753036"
"water","49.557895"
"wave","53.826458"
"weakling","54.678363"
"weakness","34.736842"
"wealth","54.394125"
"weapon","37.894737"
"wear","50.604288"
"wearer","54.30127"
"weasel","85.394737"
"weather","50.071124"
"web","60.065789"
"wedding","60.065789"
"wedlock","53.684211"
"wee","81.335045"
"weed","72.442645"
"weeds","52.270677"
"weekend","58.294011"
"weekly","49.62406"
"weight","53.177388"
"weirdo","85.16129"
"welcome","55.438596"
"weld","44"
"welder","44"
"welfare","49.934211"
"welsh","58.245614"
"wench","67.319461"
"west","49.934211"
"wet","70.835913"
"whack","82.105263"
"whaling","47.142857"
"wharf","60.689655"
"whatnot","68.187134"
"wheat","47.368421"
"wheel","53.039049"
"wheelchair","36.927454"
"whelp","63.260591"
"whiff","81.052632"
"whim","70.197368"
"whimper","56.696915"
"whimsy","88"
"whine","65.614035"
"whip","66.165414"
"whiplash","59.762309"
"whirl","67.430341"
"whirlpool","53.786078"
"whirlwind","59.342105"
"whisk","75.649123"
"whiskers","65.910931"
"whisper","60.210526"
"whit","66.485569"
"white","48.168421"
"whitewash","53.126935"
"whiz","83.667233"
"whole","46.315789"
"wholesale","46.894737"
"whopper","73.684211"
"whore","69.473684"
"whorehouse","73.333333"
"wicker","54.586466"
"width","44.868421"
"wife","47.969925"
"wig","60.085349"
"wiggle","81.60401"
"wild","59.405034"
"wildcat","50.285714"
"wildlife","52.270677"
"will","47.301232"
"willies","80.113798"
"willow","62.425629"
"wimpy","65.768421"
"win","47.602339"
"winch","67.929825"
"wind","53.786078"
"windbag","79.690402"
"windmill","52.105263"
"window","44.438122"
"windpipe","59.459459"
"windshield","50.071124"
"wine","62.236842"
"wing","52.8"
"winger","69.473684"
"wink","67.692308"
"winner","55.578947"
"wipe","54.533107"
"wire","52.684211"
"wiring","54.255639"
"wisdom","54.586466"
"wise","50.526316"
"wish","61.513158"
"wishbone","63.883848"
"wisp","57.894737"
"wit","72.781955"
"witch","60.966702"
"witchcraft","55.723684"
"wizard","64.024768"
"wobble","73.036437"
"wolf","45.568761"
"woman","58.741977"
"womb","63.343653"
"wont","47.912886"
"wood","61.533835"
"woodland","54.276316"
"woodshed","62.195489"
"woodsman","61.513158"
"word","48.486842"
"work","44.210526"
"worker","46.315789"
"workings","53.842105"
"workman","52.57468"
"workout","53.684211"
"workshop","48.052632"
"worm","55.578947"
"wormhole","61.488203"
"wormwood","69.473684"
"worry","47.322654"
"worship","47.039474"
"worthy","50.526316"
"wrap","47.473684"
"wrapper","59.181287"
"wrath","47.969925"
"wreath","48.144044"
"wreck","50.050934"
"wreckage","46.996904"
"wrecker","62.003396"
"wrench","60.210526"
"wrestle","53.786078"
"wrestler","53.759398"
"wretch","53.441296"
"wriggle","79.690402"
"wring","62.030075"
"wrinkle","65.338346"
"wristwatch","42.753036"
"writ","51.22807"
"yacht","55.18477"
"yahoo","85.444646"
"yak","88.421053"
"yank","76.786704"
"yap","84.724005"
"yard","40.526316"
"yarn","60.065789"
"yawn","58.575851"
"year","43.327674"
"yearbook","44.718693"
"yeast","58.947368"
"yellow","43.74269"
"yen","53.826458"
"yield","45.02924"
"yodel","79.690402"
"yoga","62.003396"
"yolk","65.386997"
"young","55.170279"
"youngster","57.894737"
"yuletide","62.857143"
"zebra","62.719298"
"zenith","60.065789"
"zephyr","63.684211"
"zest","71.12782"
"zigzag","72.105263"
"zinc","45.6899"
"zip","60.789474"
"zipper","58.268251"
"zombie","61.418764"
"zoning","51.461988"
"zoo","61.754386"
"zoom","70.480549"
